GSM1341955_NI.2500-5000_SORTED.bed.peak.txt
chr11	0	134710631	135006516	0.997808
chr11	1	295885	135006516	0.00219164
chr12	0	133666843	133851895	0.998617
chr12	1	185052	133851895	0.00138251
chr13	0	115072294	115169878	0.999153
chr13	1	97584	115169878	0.000847305
chr14	0	106914005	107349540	0.995943
chr14	1	435535	107349540	0.00405717
chr15	0	102498402	102531392	0.999678
chr15	1	32990	102531392	0.000321755
chr16	0	90098825	90354753	0.997168
chr16	1	255928	90354753	0.00283248
chr17	0	81012191	81195210	0.997746
chr17	1	183019	81195210	0.00225406
chr18	0	78005163	78077248	0.999077
chr18	1	72085	78077248	0.000923252
chr19	0	54815022	59128983	0.927042
chr19	1	4313961	59128983	0.0729585
chr2	0	243030190	243199373	0.999304
chr2	1	169183	243199373	0.000695656
chr20	0	62376013	63025520	0.989695
chr20	1	649507	63025520	0.0103055
chr21	0	47909992	48129895	0.995431
chr21	1	219903	48129895	0.00456895
chr22	0	51238553	51304566	0.998713
chr22	1	66013	51304566	0.00128669
chr3	0	197999323	198022430	0.999883
chr3	1	23107	198022430	0.000116689
chr4	0	190999372	191154276	0.99919
chr4	1	154904	191154276	0.000810361
chr5	0	180783961	180915260	0.999274
chr5	1	131299	180915260	0.000725749
chr6	0	170677906	171115067	0.997445
chr6	1	437161	171115067	0.00255478
chr7	0	158842819	159138663	0.998141
chr7	1	295844	159138663	0.00185903
chr8	0	146278735	146364022	0.999417
chr8	1	85287	146364022	0.000582705
chr9	0	141175158	141213431	0.999729
chr9	1	38273	141213431	0.000271029
chrM	0	16571	16571	1
chrX	0	155267076	155270560	0.999978
chrX	1	3484	155270560	2.24383e-05
chrY	0	59362660	59373566	0.999816
chrY	1	10906	59373566	0.000183684
chr6_ssto_hap7	0	4928567	4928567	1
chr6_mcf_hap5	0	4833398	4833398	1
chr6_cox_hap2	0	4795371	4795371	1
chr6_mann_hap4	0	4683263	4683263	1
chr6_apd_hap1	0	4622290	4622290	1
chr6_qbl_hap6	0	4611984	4611984	1
chr6_dbb_hap3	0	4610396	4610396	1
chr17_ctg5_hap1	0	1680828	1680828	1
chr4_ctg9_hap1	0	590426	590426	1
chr1_gl000192_random	0	547496	547496	1
chrUn_gl000225	0	211173	211173	1
chr4_gl000194_random	0	191469	191469	1
chr4_gl000193_random	0	189789	189789	1
chr9_gl000200_random	0	187035	187035	1
chrUn_gl000222	0	186861	186861	1
chrUn_gl000212	0	186858	186858	1
chr7_gl000195_random	0	182896	182896	1
chrUn_gl000223	0	180455	180455	1
chrUn_gl000224	0	179693	179693	1
chrUn_gl000219	0	179198	179198	1
chr17_gl000205_random	0	174588	174588	1
chrUn_gl000215	0	172545	172545	1
chrUn_gl000216	0	172294	172294	1
chrUn_gl000217	0	172149	172149	1
chr9_gl000199_random	0	169874	169874	1
chrUn_gl000211	0	166566	166566	1
chrUn_gl000213	0	164239	164239	1
chrUn_gl000220	0	161802	161802	1
chrUn_gl000218	0	161147	161147	1
chr19_gl000209_random	0	159169	159169	1
chrUn_gl000221	0	155397	155397	1
chrUn_gl000214	0	137718	137718	1
chrUn_gl000228	0	129120	129120	1
chrUn_gl000227	0	128374	128374	1
chr1_gl000191_random	0	106433	106433	1
chr19_gl000208_random	0	92689	92689	1
chr9_gl000198_random	0	90085	90085	1
chr17_gl000204_random	0	81310	81310	1
chrUn_gl000233	0	45941	45941	1
chrUn_gl000237	0	45867	45867	1
chrUn_gl000230	0	43691	43691	1
chrUn_gl000242	0	43523	43523	1
chrUn_gl000243	0	43341	43341	1
chrUn_gl000241	0	42152	42152	1
chrUn_gl000236	0	41934	41934	1
chrUn_gl000240	0	41933	41933	1
chr17_gl000206_random	0	41001	41001	1
chrUn_gl000232	0	40652	40652	1
chrUn_gl000234	0	40531	40531	1
chr11_gl000202_random	0	40103	40103	1
chrUn_gl000238	0	39939	39939	1
chrUn_gl000244	0	39929	39929	1
chrUn_gl000248	0	39786	39786	1
chr8_gl000196_random	0	38914	38914	1
chrUn_gl000249	0	38502	38502	1
chrUn_gl000246	0	38154	38154	1
chr17_gl000203_random	0	37498	37498	1
chr8_gl000197_random	0	37175	37175	1
chrUn_gl000245	0	36651	36651	1
chrUn_gl000247	0	36422	36422	1
chr9_gl000201_random	0	36148	36148	1
chrUn_gl000235	0	34474	34474	1
chrUn_gl000239	0	33824	33824	1
chr21_gl000210_random	0	27682	27682	1
chrUn_gl000231	0	27386	27386	1
chrUn_gl000229	0	19913	19913	1
chrUn_gl000226	0	15008	15008	1
chr18_gl000207_random	0	4262	4262	1
genome	0	3127951007	3137161264	0.997064
genome	1	9210257	3137161264	0.00293586



GSM1341957_6h.2500-5000_SORTED.bed.peak.txt
chr1	0	248251787	249250621	0.995993
chr1	1	998834	249250621	0.00400735
chr10	0	135241802	135534747	0.997839
chr10	1	292945	135534747	0.0021614
chr11	0	134449358	135006516	0.995873
chr11	1	557158	135006516	0.0041269
chr12	0	133567965	133851895	0.997879
chr12	1	283930	133851895	0.00212122
chr13	0	114795749	115169878	0.996751
chr13	1	374129	115169878	0.0032485
chr14	0	106754236	107349540	0.994455
chr14	1	595304	107349540	0.00554547
chr15	0	102419907	102531392	0.998913
chr15	1	111485	102531392	0.00108733
chr16	0	89982487	90354753	0.99588
chr16	1	372266	90354753	0.00412005
chr17	0	80633636	81195210	0.993084
chr17	1	561574	81195210	0.00691634
chr18	0	77859607	78077248	0.997213
chr18	1	217641	78077248	0.00278751
chr19	0	56124570	59128983	0.949189
chr19	1	3004413	59128983	0.0508112
chr2	0	242634333	243199373	0.997677
chr2	1	565040	243199373	0.00232336
chr20	0	62080689	63025520	0.985009
chr20	1	944831	63025520	0.0149912
chr21	0	47648492	48129895	0.989998
chr21	1	481403	48129895	0.0100022
chr22	0	51128951	51304566	0.996577
chr22	1	175615	51304566	0.00342299
chr3	0	197842891	198022430	0.999093
chr3	1	179539	198022430	0.00090666
chr4	0	190842617	191154276	0.99837
chr4	1	311659	191154276	0.00163041
chr5	0	180551013	180915260	0.997987
chr5	1	364247	180915260	0.00201336
chr6	0	170387337	171115067	0.995747
chr6	1	727730	171115067	0.00425287
chr7	0	158674534	159138663	0.997083
chr7	1	464129	159138663	0.00291651
chr8	0	146180934	146364022	0.998749
chr8	1	183088	146364022	0.00125091
chr9	0	140938741	141213431	0.998055
chr9	1	274690	141213431	0.00194521
chrM	0	16571	16571	1
chrX	0	155261583	155270560	0.999942
chrX	1	8977	155270560	5.78152e-05
chrY	0	59353912	59373566	0.999669
chrY	1	19654	59373566	0.000331023
chr6_ssto_hap7	0	4928567	4928567	1
chr6_mcf_hap5	0	4833398	4833398	1
chr6_cox_hap2	0	4795371	4795371	1
chr6_mann_hap4	0	4683263	4683263	1
chr6_apd_hap1	0	4622290	4622290	1
chr6_qbl_hap6	0	4611984	4611984	1
chr6_dbb_hap3	0	4610396	4610396	1
chr17_ctg5_hap1	0	1680828	1680828	1
chr4_ctg9_hap1	0	590426	590426	1
chr1_gl000192_random	0	547496	547496	1
chrUn_gl000225	0	211173	211173	1
chr4_gl000194_random	0	191469	191469	1
chr4_gl000193_random	0	189789	189789	1
chr9_gl000200_random	0	187035	187035	1
chrUn_gl000222	0	186861	186861	1
chrUn_gl000212	0	186858	186858	1
chr7_gl000195_random	0	182896	182896	1
chrUn_gl000223	0	180455	180455	1
chrUn_gl000224	0	179693	179693	1
chrUn_gl000219	0	179198	179198	1
chr17_gl000205_random	0	174588	174588	1
chrUn_gl000215	0	172545	172545	1
chrUn_gl000216	0	172294	172294	1
chrUn_gl000217	0	172149	172149	1
chr9_gl000199_random	0	169874	169874	1
chrUn_gl000211	0	166566	166566	1
chrUn_gl000213	0	164239	164239	1
chrUn_gl000220	0	161802	161802	1
chrUn_gl000218	0	161147	161147	1
chr19_gl000209_random	0	159169	159169	1
chrUn_gl000221	0	155397	155397	1
chrUn_gl000214	0	137718	137718	1
chrUn_gl000228	0	129120	129120	1
chrUn_gl000227	0	128374	128374	1
chr1_gl000191_random	0	106433	106433	1
chr19_gl000208_random	0	92689	92689	1
chr9_gl000198_random	0	90085	90085	1
chr17_gl000204_random	0	81310	81310	1
chrUn_gl000233	0	45941	45941	1
chrUn_gl000237	0	45867	45867	1
chrUn_gl000230	0	43691	43691	1
chrUn_gl000242	0	43523	43523	1
chrUn_gl000243	0	43341	43341	1
chrUn_gl000241	0	42152	42152	1
chrUn_gl000236	0	41934	41934	1
chrUn_gl000240	0	41933	41933	1
chr17_gl000206_random	0	41001	41001	1
chrUn_gl000232	0	40652	40652	1
chrUn_gl000234	0	40531	40531	1
chr11_gl000202_random	0	40103	40103	1
chrUn_gl000238	0	39939	39939	1
chrUn_gl000244	0	39929	39929	1
chrUn_gl000248	0	39786	39786	1
chr8_gl000196_random	0	38914	38914	1
chrUn_gl000249	0	38502	38502	1
chrUn_gl000246	0	38154	38154	1
chr17_gl000203_random	0	37498	37498	1
chr8_gl000197_random	0	37175	37175	1
chrUn_gl000245	0	36651	36651	1
chrUn_gl000247	0	36422	36422	1
chr9_gl000201_random	0	36148	36148	1
chrUn_gl000235	0	34474	34474	1
chrUn_gl000239	0	33824	33824	1
chr21_gl000210_random	0	27682	27682	1
chrUn_gl000231	0	27386	27386	1
chrUn_gl000229	0	19913	19913	1
chrUn_gl000226	0	15008	15008	1
chr18_gl000207_random	0	4262	4262	1
genome	0	3125090983	3137161264	0.996153
genome	1	12070281	3137161264	0.00384752



GSM1341958_6h_3.2500-5000_SORTED.bed.peak.txt
chr1	0	248479634	249250621	0.996907
chr1	1	770987	249250621	0.00309322
chr10	0	135400200	135534747	0.999007
chr10	1	134547	135534747	0.000992712
chr11	0	134597341	135006516	0.996969
chr11	1	409175	135006516	0.00303078
chr12	0	133632184	133851895	0.998359
chr12	1	219711	133851895	0.00164145
chr13	0	115031677	115169878	0.9988
chr13	1	138201	115169878	0.00119998
chr14	0	106983300	107349540	0.996588
chr14	1	366240	107349540	0.00341166
chr15	0	102501533	102531392	0.999709
chr15	1	29859	102531392	0.000291218
chr16	0	90091049	90354753	0.997081
chr16	1	263704	90354753	0.00291854
chr17	0	80887603	81195210	0.996212
chr17	1	307607	81195210	0.00378849
chr18	0	77986628	78077248	0.998839
chr18	1	90620	78077248	0.00116065
chr19	0	55802990	59128983	0.94375
chr19	1	3325993	59128983	0.0562498
chr2	0	242987708	243199373	0.99913
chr2	1	211665	243199373	0.000870335
chr20	0	62464757	63025520	0.991103
chr20	1	560763	63025520	0.0088974
chr21	0	47929012	48129895	0.995826
chr21	1	200883	48129895	0.00417377
chr22	0	51220128	51304566	0.998354
chr22	1	84438	51304566	0.00164582
chr3	0	197988485	198022430	0.999829
chr3	1	33945	198022430	0.00017142
chr4	0	190992686	191154276	0.999155
chr4	1	161590	191154276	0.000845338
chr5	0	180751235	180915260	0.999093
chr5	1	164025	180915260	0.00090664
chr6	0	170717162	171115067	0.997675
chr6	1	397905	171115067	0.00232537
chr7	0	158755711	159138663	0.997594
chr7	1	382952	159138663	0.0024064
chr8	0	146278313	146364022	0.999415
chr8	1	85709	146364022	0.000585588
chr9	0	141137839	141213431	0.999465
chr9	1	75592	141213431	0.000535303
chrM	0	16571	16571	1
chrX	0	155267533	155270560	0.999981
chrX	1	3027	155270560	1.9495e-05
chrY	0	59363016	59373566	0.999822
chrY	1	10550	59373566	0.000177688
chr6_ssto_hap7	0	4928567	4928567	1
chr6_mcf_hap5	0	4833398	4833398	1
chr6_cox_hap2	0	4795371	4795371	1
chr6_mann_hap4	0	4683263	4683263	1
chr6_apd_hap1	0	4622290	4622290	1
chr6_qbl_hap6	0	4611984	4611984	1
chr6_dbb_hap3	0	4610396	4610396	1
chr17_ctg5_hap1	0	1680828	1680828	1
chr4_ctg9_hap1	0	590426	590426	1
chr1_gl000192_random	0	547496	547496	1
chrUn_gl000225	0	211173	211173	1
chr4_gl000194_random	0	191469	191469	1
chr4_gl000193_random	0	189789	189789	1
chr9_gl000200_random	0	187035	187035	1
chrUn_gl000222	0	186861	186861	1
chrUn_gl000212	0	186858	186858	1
chr7_gl000195_random	0	182896	182896	1
chrUn_gl000223	0	180455	180455	1
chrUn_gl000224	0	179693	179693	1
chrUn_gl000219	0	179198	179198	1
chr17_gl000205_random	0	174588	174588	1
chrUn_gl000215	0	172545	172545	1
chrUn_gl000216	0	172294	172294	1
chrUn_gl000217	0	172149	172149	1
chr9_gl000199_random	0	169874	169874	1
chrUn_gl000211	0	166566	166566	1
chrUn_gl000213	0	164239	164239	1
chrUn_gl000220	0	161802	161802	1
chrUn_gl000218	0	161147	161147	1
chr19_gl000209_random	0	159169	159169	1
chrUn_gl000221	0	155397	155397	1
chrUn_gl000214	0	137718	137718	1
chrUn_gl000228	0	129120	129120	1
chrUn_gl000227	0	128374	128374	1
chr1_gl000191_random	0	106433	106433	1
chr19_gl000208_random	0	92689	92689	1
chr9_gl000198_random	0	90085	90085	1
chr17_gl000204_random	0	81310	81310	1
chrUn_gl000233	0	45941	45941	1
chrUn_gl000237	0	45867	45867	1
chrUn_gl000230	0	43691	43691	1
chrUn_gl000242	0	43523	43523	1
chrUn_gl000243	0	43341	43341	1
chrUn_gl000241	0	42152	42152	1
chrUn_gl000236	0	41934	41934	1
chrUn_gl000240	0	41933	41933	1
chr17_gl000206_random	0	41001	41001	1
chrUn_gl000232	0	40652	40652	1
chrUn_gl000234	0	40531	40531	1
chr11_gl000202_random	0	40103	40103	1
chrUn_gl000238	0	39939	39939	1
chrUn_gl000244	0	39929	39929	1
chrUn_gl000248	0	39786	39786	1
chr8_gl000196_random	0	38914	38914	1
chrUn_gl000249	0	38502	38502	1
chrUn_gl000246	0	38154	38154	1
chr17_gl000203_random	0	37498	37498	1
chr8_gl000197_random	0	37175	37175	1
chrUn_gl000245	0	36651	36651	1
chrUn_gl000247	0	36422	36422	1
chr9_gl000201_random	0	36148	36148	1
chrUn_gl000235	0	34474	34474	1
chrUn_gl000239	0	33824	33824	1
chr21_gl000210_random	0	27682	27682	1
chrUn_gl000231	0	27386	27386	1
chrUn_gl000229	0	19913	19913	1
chrUn_gl000226	0	15008	15008	1
chr18_gl000207_random	0	4262	4262	1
genome	0	3128731576	3137161264	0.997313
genome	1	8429688	3137161264	0.00268704



GSM1341959_18h.2500-5000_SORTED.bed.peak.txt
chr1	0	248079000	249250621	0.995299
chr1	1	1171621	249250621	0.00470057
chr10	0	135206638	135534747	0.997579
chr10	1	328109	135534747	0.00242085
chr11	0	134372176	135006516	0.995301
chr11	1	634340	135006516	0.00469859
chr12	0	133556507	133851895	0.997793
chr12	1	295388	133851895	0.00220683
chr13	0	114719903	115169878	0.996093
chr13	1	449975	115169878	0.00390705
chr14	0	106559296	107349540	0.992639
chr14	1	790244	107349540	0.00736141
chr15	0	102387393	102531392	0.998596
chr15	1	143999	102531392	0.00140444
chr16	0	89883904	90354753	0.994789
chr16	1	470849	90354753	0.00521111
chr17	0	80534495	81195210	0.991863
chr17	1	660715	81195210	0.00813736
chr18	0	77914387	78077248	0.997914
chr18	1	162861	78077248	0.0020859
chr19	0	56209039	59128983	0.950617
chr19	1	2919944	59128983	0.0493826
chr2	0	242601084	243199373	0.99754
chr2	1	598289	243199373	0.00246008
chr20	0	61862197	63025520	0.981542
chr20	1	1163323	63025520	0.018458
chr21	0	47729038	48129895	0.991671
chr21	1	400857	48129895	0.00832865
chr22	0	51113275	51304566	0.996271
chr22	1	191291	51304566	0.00372854
chr3	0	197854742	198022430	0.999153
chr3	1	167688	198022430	0.000846813
chr4	0	190821506	191154276	0.998259
chr4	1	332770	191154276	0.00174085
chr5	0	180432444	180915260	0.997331
chr5	1	482816	180915260	0.00266874
chr6	0	170155785	171115067	0.994394
chr6	1	959282	171115067	0.00560606
chr7	0	158556088	159138663	0.996339
chr7	1	582575	159138663	0.0036608
chr8	0	146038746	146364022	0.997778
chr8	1	325276	146364022	0.00222238
chr9	0	140925544	141213431	0.997961
chr9	1	287887	141213431	0.00203867
chrM	0	16571	16571	1
chrX	0	155246165	155270560	0.999843
chrX	1	24395	155270560	0.000157113
chrY	0	59365359	59373566	0.999862
chrY	1	8207	59373566	0.000138226
chr6_ssto_hap7	0	4928567	4928567	1
chr6_mcf_hap5	0	4833398	4833398	1
chr6_cox_hap2	0	4795371	4795371	1
chr6_mann_hap4	0	4683263	4683263	1
chr6_apd_hap1	0	4622290	4622290	1
chr6_qbl_hap6	0	4611984	4611984	1
chr6_dbb_hap3	0	4610396	4610396	1
chr17_ctg5_hap1	0	1680828	1680828	1
chr4_ctg9_hap1	0	590426	590426	1
chr1_gl000192_random	0	547496	547496	1
chrUn_gl000225	0	211173	211173	1
chr4_gl000194_random	0	191469	191469	1
chr4_gl000193_random	0	189789	189789	1
chr9_gl000200_random	0	187035	187035	1
chrUn_gl000222	0	186861	186861	1
chrUn_gl000212	0	186858	186858	1
chr7_gl000195_random	0	182896	182896	1
chrUn_gl000223	0	180455	180455	1
chrUn_gl000224	0	179693	179693	1
chrUn_gl000219	0	179198	179198	1
chr17_gl000205_random	0	174588	174588	1
chrUn_gl000215	0	172545	172545	1
chrUn_gl000216	0	172294	172294	1
chrUn_gl000217	0	172149	172149	1
chr9_gl000199_random	0	169874	169874	1
chrUn_gl000211	0	166566	166566	1
chrUn_gl000213	0	164239	164239	1
chrUn_gl000220	0	161802	161802	1
chrUn_gl000218	0	161147	161147	1
chr19_gl000209_random	0	159169	159169	1
chrUn_gl000221	0	155397	155397	1
chrUn_gl000214	0	137718	137718	1
chrUn_gl000228	0	129120	129120	1
chrUn_gl000227	0	128374	128374	1
chr1_gl000191_random	0	106433	106433	1
chr19_gl000208_random	0	92689	92689	1
chr9_gl000198_random	0	90085	90085	1
chr17_gl000204_random	0	81310	81310	1
chrUn_gl000233	0	45941	45941	1
chrUn_gl000237	0	45867	45867	1
chrUn_gl000230	0	43691	43691	1
chrUn_gl000242	0	43523	43523	1
chrUn_gl000243	0	43341	43341	1
chrUn_gl000241	0	42152	42152	1
chrUn_gl000236	0	41934	41934	1
chrUn_gl000240	0	41933	41933	1
chr17_gl000206_random	0	41001	41001	1
chrUn_gl000232	0	40652	40652	1
chrUn_gl000234	0	40531	40531	1
chr11_gl000202_random	0	40103	40103	1
chrUn_gl000238	0	39939	39939	1
chrUn_gl000244	0	39929	39929	1
chrUn_gl000248	0	39786	39786	1
chr8_gl000196_random	0	38914	38914	1
chrUn_gl000249	0	38502	38502	1
chrUn_gl000246	0	38154	38154	1
chr17_gl000203_random	0	37498	37498	1
chr8_gl000197_random	0	37175	37175	1
chrUn_gl000245	0	36651	36651	1
chrUn_gl000247	0	36422	36422	1
chr9_gl000201_random	0	36148	36148	1
chrUn_gl000235	0	34474	34474	1
chrUn_gl000239	0	33824	33824	1
chr21_gl000210_random	0	27682	27682	1
chrUn_gl000231	0	27386	27386	1
chrUn_gl000229	0	19913	19913	1
chrUn_gl000226	0	15008	15008	1
chr18_gl000207_random	0	4262	4262	1
genome	0	3123608563	3137161264	0.99568
genome	1	13552701	3137161264	0.00432005



GSM1341960_18h_3.2500-5000_SORTED.bed.peak.txt
chr1	0	248248863	249250621	0.995981
chr1	1	1001758	249250621	0.00401908
chr10	0	134693551	135534747	0.993793
chr10	1	841196	135534747	0.0062065
chr11	0	134166013	135006516	0.993774
chr11	1	840503	135006516	0.00622565
chr12	0	133416585	133851895	0.996748
chr12	1	435310	133851895	0.00325218
chr13	0	114647737	115169878	0.995466
chr13	1	522141	115169878	0.00453366
chr14	0	106641711	107349540	0.993406
chr14	1	707829	107349540	0.00659368
chr15	0	102121846	102531392	0.996006
chr15	1	409546	102531392	0.00399435
chr16	0	89697781	90354753	0.992729
chr16	1	656972	90354753	0.00727103
chr17	0	80234996	81195210	0.988174
chr17	1	960214	81195210	0.011826
chr18	0	77632840	78077248	0.994308
chr18	1	444408	78077248	0.0056919
chr19	0	56483587	59128983	0.955261
chr19	1	2645396	59128983	0.0447394
chr2	0	242282739	243199373	0.996231
chr2	1	916634	243199373	0.00376906
chr20	0	61690910	63025520	0.978824
chr20	1	1334610	63025520	0.0211757
chr21	0	47487662	48129895	0.986656
chr21	1	642233	48129895	0.0133437
chr22	0	51033120	51304566	0.994709
chr22	1	271446	51304566	0.00529087
chr3	0	197637166	198022430	0.998054
chr3	1	385264	198022430	0.00194556
chr4	0	190586836	191154276	0.997032
chr4	1	567440	191154276	0.00296849
chr5	0	180122069	180915260	0.995616
chr5	1	793191	180915260	0.00438432
chr6	0	169511270	171115067	0.990627
chr6	1	1603797	171115067	0.00937262
chr7	0	158216808	159138663	0.994207
chr7	1	921855	159138663	0.00579278
chr8	0	145957400	146364022	0.997222
chr8	1	406622	146364022	0.00277816
chr9	0	140585674	141213431	0.995555
chr9	1	627757	141213431	0.00444545
chrM	0	16571	16571	1
chrX	0	155051460	155270560	0.998589
chrX	1	219100	155270560	0.00141109
chrY	0	59359963	59373566	0.999771
chrY	1	13603	59373566	0.000229109
chr6_ssto_hap7	0	4928567	4928567	1
chr6_mcf_hap5	0	4833398	4833398	1
chr6_cox_hap2	0	4795371	4795371	1
chr6_mann_hap4	0	4683263	4683263	1
chr6_apd_hap1	0	4622290	4622290	1
chr6_qbl_hap6	0	4611984	4611984	1
chr6_dbb_hap3	0	4610396	4610396	1
chr17_ctg5_hap1	0	1680828	1680828	1
chr4_ctg9_hap1	0	590426	590426	1
chr1_gl000192_random	0	547496	547496	1
chrUn_gl000225	0	211173	211173	1
chr4_gl000194_random	0	191469	191469	1
chr4_gl000193_random	0	189789	189789	1
chr9_gl000200_random	0	187035	187035	1
chrUn_gl000222	0	186861	186861	1
chrUn_gl000212	0	186858	186858	1
chr7_gl000195_random	0	182896	182896	1
chrUn_gl000223	0	180455	180455	1
chrUn_gl000224	0	179693	179693	1
chrUn_gl000219	0	179198	179198	1
chr17_gl000205_random	0	174588	174588	1
chrUn_gl000215	0	172545	172545	1
chrUn_gl000216	0	172294	172294	1
chrUn_gl000217	0	172149	172149	1
chr9_gl000199_random	0	169874	169874	1
chrUn_gl000211	0	166566	166566	1
chrUn_gl000213	0	164239	164239	1
chrUn_gl000220	0	161802	161802	1
chrUn_gl000218	0	161147	161147	1
chr19_gl000209_random	0	159169	159169	1
chrUn_gl000221	0	155397	155397	1
chrUn_gl000214	0	137718	137718	1
chrUn_gl000228	0	129120	129120	1
chrUn_gl000227	0	128374	128374	1
chr1_gl000191_random	0	106433	106433	1
chr19_gl000208_random	0	92689	92689	1
chr9_gl000198_random	0	90085	90085	1
chr17_gl000204_random	0	81310	81310	1
chrUn_gl000233	0	45941	45941	1
chrUn_gl000237	0	45867	45867	1
chrUn_gl000230	0	43691	43691	1
chrUn_gl000242	0	43523	43523	1
chrUn_gl000243	0	43341	43341	1
chrUn_gl000241	0	42152	42152	1
